occurrence_no,collection_no,accepted_name,early_interval,late_interval,max_ma,min_ma,lng,lat,time_bins
578646,60928,Abra aequalis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578647,60928,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578648,60928,Anomia simplex,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578652,60928,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578659,60928,Glycymeris americana,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578665,60928,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578667,60928,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578668,60928,Nuculana acuta,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578722,60929,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578723,60929,Anomia simplex,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578727,60929,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578732,60929,Glycymeris americana,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578734,60929,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578749,60930,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578750,60930,Anomia simplex,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578759,60930,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578760,60930,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578762,60930,Ensis directus,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578765,60930,Glycymeris americana,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578768,60930,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
579012,60944,Anadara (Larkinia) transversa,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579019,60944,Crassinella lunulata,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579020,60944,Crassostrea virginica,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579024,60944,Ensis directus,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579029,60944,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579030,60944,Nuculana acuta,Early Pleistocene,,2.58,0.774,278.690559,34.209167,Calabrian
579566,60986,Nuculana acuta,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579567,60986,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579605,60986,Mulinia lateralis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579607,60986,Abra aequalis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579667,60989,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579668,60989,Nuculana acuta,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579679,60989,Mulinia lateralis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579682,60989,Abra aequalis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579687,60989,Hiatella arctica,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579732,60988,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579733,60988,Nuculana acuta,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579741,60988,Mulinia lateralis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579742,60988,Ensis directus,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579763,60988,Abra aequalis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579768,60988,Hiatella arctica,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579805,60987,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579806,60987,Nuculana acuta,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579814,60987,Mulinia lateralis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579816,60987,Abra aequalis,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
579820,60987,Hiatella arctica,Early Pleistocene,,2.58,0.774,283.011108,35.042778,Calabrian
582112,61270,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
582113,61270,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
582117,61267,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.029724,42.359722,Late Pleistocene
582120,61267,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,289.029724,42.359722,Late Pleistocene
582132,61268,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582133,61268,Ensis directus,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582139,61268,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582142,61268,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582149,61269,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582150,61269,Ensis directus,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582153,61269,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582154,61269,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
582217,61293,Crassinella lunulata,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582220,61293,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582221,61293,Nuculana acuta,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582241,61294,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582242,61294,Nuculana acuta,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582249,61295,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582250,61295,Nuculana acuta,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582260,61296,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582261,61296,Nuculana acuta,Late Pliocene,,3.6,2.58,283.614441,37.095554,Pliocene
582529,61309,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582530,61309,Nuculana acuta,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582532,61309,Anadara (Larkinia) transversa,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582549,61310,Nucula (Nucula) proxima,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582550,61310,Nuculana acuta,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582552,61310,Anadara (Larkinia) transversa,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582562,61311,Nuculana acuta,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
582564,61311,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
582567,61309,Glycymeris americana,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582572,61309,Crassostrea virginica,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582577,61309,Anomia simplex,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582591,61310,Anomia simplex,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582599,61311,Anomia simplex,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
582615,61309,Crassinella lunulata,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582631,61310,Crassinella lunulata,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582635,61310,Mulinia lateralis,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582646,61311,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
582649,61311,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
582656,61309,Mulinia lateralis,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582668,61309,Abra aequalis,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582674,61309,Chione cancellata,Early Pleistocene,,2.58,0.774,277.56694,27.720833,Calabrian
582696,61310,Chione cancellata,Middle Pleistocene,,0.774,0.129,277.56694,27.720833,Chibanian
582718,61311,Chione cancellata,Late Pleistocene,,0.129,0.0117,277.56694,27.720833,Late Pleistocene
591150,61269,Mytilus edulis,Late Pleistocene,,0.129,0.0117,290.035835,41.281944,Late Pleistocene
617641,61270,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
618098,61270,Anomia simplex,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
618101,66500,Mytilus edulis,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618102,66510,Mytilus edulis,Holocene,,0.0117,0,269.298615,63.33889,Holocene
618103,66505,Mytilus edulis,Holocene,,0.0117,0,265.900002,58.724724,Holocene
618104,66507,Mytilus edulis,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618105,66434,Mytilus edulis,Holocene,,0.0117,0,302.286388,50.028332,Holocene
618106,66435,Mytilus edulis,Holocene,,0.0117,0,302.073612,49.488609,Holocene
618107,66437,Mytilus edulis,Holocene,,0.0117,0,302.071945,49.481945,Holocene
618108,66449,Mytilus edulis,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618109,66450,Mytilus edulis,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618110,66452,Mytilus edulis,Holocene,,0.0117,0,301.619167,49.063889,Holocene
618111,66480,Mytilus edulis,Holocene,,0.0117,0,301.814999,49.029167,Holocene
618112,66495,Mytilus edulis,Holocene,,0.0117,0,303.805832,49.93972,Holocene
618113,66530,Mytilus edulis,Holocene,,0.0117,0,293.98333,45.333057,Holocene
618114,66532,Mytilus edulis,Holocene,,0.0117,0,293.961113,45.259167,Holocene
618115,66338,Mytilus edulis,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618116,66349,Mytilus edulis,Late Pleistocene,,0.129,0.0117,289.49778,43.345001,Late Pleistocene
618117,66355,Mytilus edulis,Late Pleistocene,,0.129,0.0117,289.900002,43.844444,Late Pleistocene
618118,66356,Mytilus edulis,Late Pleistocene,,0.129,0.0117,289.722504,43.889999,Late Pleistocene
618119,66361,Mytilus edulis,Late Pleistocene,,0.129,0.0117,286.65889,44.862778,Late Pleistocene
618120,66362,Mytilus edulis,Late Pleistocene,,0.129,0.0117,286.697777,44.645279,Late Pleistocene
618121,66368,Mytilus edulis,Late Pleistocene,,0.129,0.0117,286.784721,44.544445,Late Pleistocene
618122,66365,Mytilus edulis,Late Pleistocene,,0.129,0.0117,286.916946,44.810833,Late Pleistocene
618138,66351,Astarte montagui,Late Pleistocene,,0.129,0.0117,290.224724,44.23,Late Pleistocene
618139,66348,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.813332,43.800556,Late Pleistocene
618140,66342,Astarte montagui,Late Pleistocene,,0.129,0.0117,290.220558,43.310555,Late Pleistocene
618141,66340,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.950554,43.633331,Late Pleistocene
618142,66339,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.55722,43.500832,Late Pleistocene
618143,66505,Astarte montagui,Holocene,,0.0117,0,265.900002,58.724724,Holocene
618144,66508,Astarte montagui,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618145,66509,Astarte montagui,Holocene,,0.0117,0,267.533333,62.133057,Holocene
618146,66510,Astarte montagui,Holocene,,0.0117,0,269.298615,63.33889,Holocene
618147,66511,Astarte montagui,Holocene,,0.0117,0,263.979446,64.319168,Holocene
618148,66512,Astarte montagui,Holocene,,0.0117,0,263.979446,64.319168,Holocene
618149,66500,Astarte montagui,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618150,66503,Astarte montagui,Holocene,,0.0117,0,302.768055,53.650002,Holocene
618151,66337,Astarte montagui,Late Pleistocene,,0.129,0.0117,291.222221,44.801109,Late Pleistocene
618152,66338,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618157,66495,Astarte montagui,Holocene,,0.0117,0,303.805832,49.93972,Holocene
618158,66450,Astarte montagui,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618159,66449,Astarte montagui,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618160,66448,Astarte montagui,Holocene,,0.0117,0,306.81028,47.593613,Holocene
618161,66440,Astarte montagui,Holocene,,0.0117,0,302.06889,49.553333,Holocene
618162,66435,Astarte montagui,Holocene,,0.0117,0,302.073612,49.488609,Holocene
618163,66434,Astarte montagui,Holocene,,0.0117,0,302.286388,50.028332,Holocene
618164,66432,Astarte montagui,Holocene,,0.0117,0,302.467777,50.183056,Holocene
618165,66524,Astarte montagui,Holocene,,0.0117,0,280.514168,51.999443,Holocene
618166,66525,Astarte montagui,Holocene,,0.0117,0,280.514442,51.999443,Holocene
618167,66529,Astarte montagui,Holocene,,0.0117,0,280.925003,51.650002,Holocene
618168,66431,Astarte montagui,Holocene,,0.0117,0,302.12389,49.602501,Holocene
618169,66504,Astarte montagui,Holocene,,0.0117,0,299.784168,55.449722,Holocene
618170,66342,Astarte montagui,Late Pleistocene,,0.129,0.0117,290.220558,43.310555,Late Pleistocene
618171,66340,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.950554,43.633331,Late Pleistocene
618172,66338,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618257,66486,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618258,66485,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618259,66482,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.864445,49.228611,Holocene
618260,66481,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.735832,49.165833,Holocene
618261,66480,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.814999,49.029167,Holocene
618262,66450,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618263,66448,Macoma (Macoma) calcarea,Holocene,,0.0117,0,306.81028,47.593613,Holocene
618264,66440,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.06889,49.553333,Holocene
618265,66437,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.071945,49.481945,Holocene
618266,66436,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.078056,49.473888,Holocene
618267,66435,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.073612,49.488609,Holocene
618268,66434,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.286388,50.028332,Holocene
618269,66432,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.467777,50.183056,Holocene
618270,66431,Macoma (Macoma) calcarea,Holocene,,0.0117,0,302.12389,49.602501,Holocene
618271,66526,Macoma (Macoma) calcarea,Holocene,,0.0117,0,279.554726,51.353611,Holocene
618272,66524,Macoma (Macoma) calcarea,Holocene,,0.0117,0,280.514168,51.999443,Holocene
618273,66523,Macoma (Macoma) calcarea,Holocene,,0.0117,0,279.279167,51.334167,Holocene
618274,66509,Macoma (Macoma) calcarea,Holocene,,0.0117,0,267.533333,62.133057,Holocene
618275,66508,Macoma (Macoma) calcarea,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618276,66500,Macoma (Macoma) calcarea,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618277,66488,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.560001,48.450001,Holocene
618278,66492,Macoma (Macoma) calcarea,Holocene,,0.0117,0,301.513889,48.458057,Holocene
618279,66531,Macoma (Macoma) calcarea,Holocene,,0.0117,0,293.900002,45.249722,Holocene
618280,66338,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618281,66355,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,289.900002,43.844444,Late Pleistocene
618282,66364,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,286.787781,44.968887,Late Pleistocene
618283,66368,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,286.784721,44.544445,Late Pleistocene
618284,66382,Abra aequalis,Holocene,,0.0117,0,285.989998,40.763058,Holocene
618288,66359,Ensis directus,Late Pleistocene,,0.129,0.0117,289.01722,42.245834,Late Pleistocene
618289,66338,Ensis directus,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618298,61270,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
618302,66508,Mya (Arenomya) arenaria,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618303,66430,Mya (Arenomya) arenaria,Holocene,,0.0117,0,303.049721,50.921112,Holocene
618304,66434,Mya (Arenomya) arenaria,Holocene,,0.0117,0,302.286388,50.028332,Holocene
618305,66436,Mya (Arenomya) arenaria,Holocene,,0.0117,0,302.078056,49.473888,Holocene
618306,66441,Mya (Arenomya) arenaria,Holocene,,0.0117,0,302.080833,49.465832,Holocene
618307,66482,Mya (Arenomya) arenaria,Holocene,,0.0117,0,301.864445,49.228611,Holocene
618308,66495,Mya (Arenomya) arenaria,Holocene,,0.0117,0,303.805832,49.93972,Holocene
618309,66500,Mya (Arenomya) arenaria,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618310,66530,Mya (Arenomya) arenaria,Holocene,,0.0117,0,293.98333,45.333057,Holocene
618311,66531,Mya (Arenomya) arenaria,Holocene,,0.0117,0,293.900002,45.249722,Holocene
618312,66532,Mya (Arenomya) arenaria,Holocene,,0.0117,0,293.961113,45.259167,Holocene
618313,66537,Mya (Arenomya) arenaria,Holocene,,0.0117,0,293.083336,44.883057,Holocene
618314,66337,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,291.222221,44.801109,Late Pleistocene
618315,66338,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618316,66342,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,290.220558,43.310555,Late Pleistocene
618317,66343,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,291.125832,44.128056,Late Pleistocene
618318,66344,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.785278,44.100277,Late Pleistocene
618319,66349,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.49778,43.345001,Late Pleistocene
618320,66352,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,290.034721,43.914444,Late Pleistocene
618321,66354,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,290.368332,44.551945,Late Pleistocene
618322,66355,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.900002,43.844444,Late Pleistocene
618323,61270,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,287.896667,41.097778,Late Pleistocene
618325,66361,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,286.65889,44.862778,Late Pleistocene
618326,66360,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,286.699997,44.974998,Late Pleistocene
618327,66366,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,286.852219,44.543888,Late Pleistocene
618328,66356,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.722504,43.889999,Late Pleistocene
618329,66480,Mya (Mya) truncata,Holocene,,0.0117,0,301.814999,49.029167,Holocene
618330,66454,Mya (Mya) truncata,Holocene,,0.0117,0,304.276943,47.578888,Holocene
618331,66450,Mya (Mya) truncata,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618332,66449,Mya (Mya) truncata,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618333,66448,Mya (Mya) truncata,Holocene,,0.0117,0,306.81028,47.593613,Holocene
618334,66440,Mya (Mya) truncata,Holocene,,0.0117,0,302.06889,49.553333,Holocene
618335,66437,Mya (Mya) truncata,Holocene,,0.0117,0,302.071945,49.481945,Holocene
618336,66436,Mya (Mya) truncata,Holocene,,0.0117,0,302.078056,49.473888,Holocene
618337,66435,Mya (Mya) truncata,Holocene,,0.0117,0,302.073612,49.488609,Holocene
618338,66433,Mya (Mya) truncata,Holocene,,0.0117,0,302.392776,50.180279,Holocene
618339,66432,Mya (Mya) truncata,Holocene,,0.0117,0,302.467777,50.183056,Holocene
618340,66431,Mya (Mya) truncata,Holocene,,0.0117,0,302.12389,49.602501,Holocene
618341,66500,Mya (Mya) truncata,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618342,66532,Mya (Mya) truncata,Holocene,,0.0117,0,293.961113,45.259167,Holocene
618343,66355,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,289.900002,43.844444,Late Pleistocene
618344,66349,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,289.49778,43.345001,Late Pleistocene
618345,66343,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,291.125832,44.128056,Late Pleistocene
618346,66342,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,290.220558,43.310555,Late Pleistocene
618347,66340,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,289.950554,43.633331,Late Pleistocene
618348,66338,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618349,66481,Mya (Mya) truncata,Holocene,,0.0117,0,301.735832,49.165833,Holocene
618350,66482,Mya (Mya) truncata,Holocene,,0.0117,0,301.864445,49.228611,Holocene
618351,66485,Mya (Mya) truncata,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618352,66486,Mya (Mya) truncata,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618353,66488,Mya (Mya) truncata,Holocene,,0.0117,0,301.560001,48.450001,Holocene
618354,66492,Mya (Mya) truncata,Holocene,,0.0117,0,301.513889,48.458057,Holocene
618355,66493,Mya (Mya) truncata,Holocene,,0.0117,0,301.513889,48.458057,Holocene
618356,66524,Mya (Mya) truncata,Holocene,,0.0117,0,280.514168,51.999443,Holocene
618357,66512,Mya (Mya) truncata,Holocene,,0.0117,0,263.979446,64.319168,Holocene
618358,66505,Mya (Mya) truncata,Holocene,,0.0117,0,265.900002,58.724724,Holocene
618359,66508,Mya (Mya) truncata,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618363,66508,Hiatella arctica,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618364,66338,Hiatella arctica,Late Pleistocene,,0.129,0.0117,289.742226,43.643612,Late Pleistocene
618365,66340,Hiatella arctica,Late Pleistocene,,0.129,0.0117,289.950554,43.633331,Late Pleistocene
618366,66342,Hiatella arctica,Late Pleistocene,,0.129,0.0117,290.220558,43.310555,Late Pleistocene
618367,66346,Hiatella arctica,Late Pleistocene,,0.129,0.0117,293.010002,44.906113,Late Pleistocene
618368,66349,Hiatella arctica,Late Pleistocene,,0.129,0.0117,289.49778,43.345001,Late Pleistocene
618369,66352,Hiatella arctica,Late Pleistocene,,0.129,0.0117,290.034721,43.914444,Late Pleistocene
618370,66355,Hiatella arctica,Late Pleistocene,,0.129,0.0117,289.900002,43.844444,Late Pleistocene
618371,66360,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.699997,44.974998,Late Pleistocene
618372,66361,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.65889,44.862778,Late Pleistocene
618373,66362,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.697777,44.645279,Late Pleistocene
618374,66363,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.707779,44.7225,Late Pleistocene
618375,66364,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.787781,44.968887,Late Pleistocene
618376,66365,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.916946,44.810833,Late Pleistocene
618377,66368,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.784721,44.544445,Late Pleistocene
618378,66371,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.659721,44.148609,Late Pleistocene
618379,66530,Hiatella arctica,Holocene,,0.0117,0,293.98333,45.333057,Holocene
618380,66536,Hiatella arctica,Holocene,,0.0117,0,293.900002,45.200001,Holocene
618381,66505,Hiatella arctica,Holocene,,0.0117,0,265.900002,58.724724,Holocene
618382,66507,Hiatella arctica,Holocene,,0.0117,0,266.016945,61.099724,Holocene
618383,66509,Hiatella arctica,Holocene,,0.0117,0,267.533333,62.133057,Holocene
618384,66510,Hiatella arctica,Holocene,,0.0117,0,269.298615,63.33889,Holocene
618385,66523,Hiatella arctica,Holocene,,0.0117,0,279.279167,51.334167,Holocene
618386,66524,Hiatella arctica,Holocene,,0.0117,0,280.514168,51.999443,Holocene
618387,66525,Hiatella arctica,Holocene,,0.0117,0,280.514442,51.999443,Holocene
618388,66500,Hiatella arctica,Holocene,,0.0117,0,298.25111,54.333057,Holocene
618389,66434,Hiatella arctica,Holocene,,0.0117,0,302.286388,50.028332,Holocene
618390,66432,Hiatella arctica,Holocene,,0.0117,0,302.467777,50.183056,Holocene
618391,66435,Hiatella arctica,Holocene,,0.0117,0,302.073612,49.488609,Holocene
618392,66436,Hiatella arctica,Holocene,,0.0117,0,302.078056,49.473888,Holocene
618393,66437,Hiatella arctica,Holocene,,0.0117,0,302.071945,49.481945,Holocene
618394,66441,Hiatella arctica,Holocene,,0.0117,0,302.080833,49.465832,Holocene
618395,66448,Hiatella arctica,Holocene,,0.0117,0,306.81028,47.593613,Holocene
618396,66449,Hiatella arctica,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618397,66450,Hiatella arctica,Holocene,,0.0117,0,301.62389,49.103058,Holocene
618398,66452,Hiatella arctica,Holocene,,0.0117,0,301.619167,49.063889,Holocene
618399,66455,Hiatella arctica,Holocene,,0.0117,0,302.02972,48.940834,Holocene
618400,66478,Hiatella arctica,Holocene,,0.0117,0,304.344723,47.1175,Holocene
618401,66481,Hiatella arctica,Holocene,,0.0117,0,301.735832,49.165833,Holocene
618402,66482,Hiatella arctica,Holocene,,0.0117,0,301.864445,49.228611,Holocene
618403,66485,Hiatella arctica,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618404,66486,Hiatella arctica,Holocene,,0.0117,0,301.175556,48.661945,Holocene
618405,66494,Hiatella arctica,Holocene,,0.0117,0,300.615555,47.85611,Holocene
618406,66495,Hiatella arctica,Holocene,,0.0117,0,303.805832,49.93972,Holocene
618718,66721,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
618719,66720,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
