Species,long,lat,Time
Abra_aequalis,262.78,27.84,Modern
Abra_aequalis,279.95,26.583333,Modern
Abra_aequalis,281.516111,33.873333,Modern
Abra_aequalis,280.895833,33.455556,Modern
Abra_aequalis,280.4,32.9,Modern
Abra_aequalis,242.0228,33.637,Modern
Abra_aequalis,281.516111,33.873333,Modern
Abra_aequalis,277.896111,26.427222,Modern
Abra_aequalis,281.326389,33.816667,Modern
Abra_aequalis,262.87,26.17,Modern
Abra_aequalis,262.87,26.17,Modern
Abra_aequalis,278.2033,24.5517,Modern
Abra_aequalis,262.87,26.17,Modern
Abra_aequalis,277.99,26.49,Modern
Abra_aequalis,271.82,17.45,Modern
